5.506310854557987113e+03,5.489196749139743588e+03,5.482238298397941435e+03,5.471863605119935528e+03,5.466833921606416880e+03,5.458336948921931253e+03,5.455107202349829095e+03,5.451291449394058873e+03,5.451572182452955531e+03
4.440752346647744162e+03,4.386391601545372396e+03,4.364777863374807566e+03,4.332054504745262420e+03,4.316855540808693149e+03,4.290723756002516893e+03,4.280494744847674156e+03,4.268924839977369629e+03,4.269595677260352204e+03
3.067921125614117955e+03,2.977477213548591862e+03,2.942800085795072391e+03,2.889044085051622005e+03,2.865792298433249925e+03,2.824633742693903514e+03,2.807721720299985918e+03,2.789925714266605610e+03,2.790473873319475388e+03
1.773623303639818459e+03,1.669546986437498163e+03,1.631862753173447345e+03,1.571465654653149841e+03,1.548233921926155517e+03,1.505145679772640506e+03,1.485966896174142221e+03,1.468059247201008020e+03,1.467739168954039542e+03
8.367104912838475457e+02,7.465881312719935750e+02,7.163969346343651523e+02,6.663029576280899846e+02,6.501199445163643986e+02,6.182400476937305029e+02,6.021799287980757072e+02,5.896896588870137066e+02,5.884326027720665024e+02
2.969382337911531522e+02,2.372448510334224352e+02,2.190709422881411683e+02,1.885748062398232605e+02,1.809816048937802861e+02,1.654853540868151640e+02,1.557092749051840599e+02,1.501448581207261554e+02,1.486753507187923162e+02
7.730389061827725072e+01,4.990249569647150452e+01,4.201899845304455994e+01,3.079959151507086546e+01,2.859917430341181444e+01,2.657258280264170480e+01,2.329549475850814133e+01,2.256100875931650762e+01,2.186803218851506614e+01
3.520899393019188750e+01,2.952548119723519093e+01,2.648531962281376906e+01,2.651674701624222052e+01,2.485879442516787918e+01,2.869249845722088565e+01,2.956903993220736737e+01,3.009270930377635977e+01,3.061016823545919152e+01
3.982858037359037695e+01,4.397617625389803209e+01,4.181673451516110163e+01,4.519508425761984682e+01,4.178772005637350873e+01,4.594865782495163842e+01,4.837980755691945944e+01,4.822664171804965605e+01,4.951359553929073343e+01
4.100751222237330751e+01,4.654988794255043416e+01,4.376177766339868214e+01,4.570161826988981346e+01,4.076359927788444537e+01,4.296225223347484956e+01,4.512065293828177204e+01,4.405826180486911881e+01,4.531321311420905573e+01
2.905817781039667835e+01,3.223411077870481023e+01,2.928603367142328651e+01,2.878231363426200318e+01,2.402579589935502113e+01,2.465219598229069220e+01,2.581028318992546389e+01,2.462216987546134206e+01,2.525253244600959945e+01
1.566631337621946685e+01,1.622307157750357476e+01,1.394669396022363017e+01,1.222373609819990392e+01,8.934850116055528702e+00,9.077884393843385524e+00,9.368117918545102896e+00,8.622252536216365115e+00,8.679391304073870828e+00
7.965564898968649388e+00,6.704457597732969454e+00,5.432285251851168617e+00,3.841005455784298750e+00,2.331491016329173327e+00,2.588817675565718179e+00,2.398555860424543162e+00,2.122433634327714813e+00,2.007597118592829855e+00
6.318609392806632030e+00,4.270909435849453040e+00,3.846554237681713673e+00,3.126333483745389330e+00,2.940862893145983925e+00,3.343015255338241953e+00,3.057988967608626929e+00,2.940533385333726990e+00,3.052009225908451473e+00
